41 - [2, 2, 0.002, 64, 112, 2097152, 64, 0, 0, 0] reward:-0.0
42 - [14, 2, 0.0006000000000000001, 96, 80, 131072, 64, 0, 0, 0] reward:-0.0
43 - [9, 8, 0.0013, 64, 32, 131072, 64, 0, 0, 0] reward:-0.0
44 - [2, 2, 0.0026000000000000003, 112, 112, 262144, 64, 0, 0, 0] reward:-19017.369832216493
45 - [9, 2, 0.0014000000000000002, 128, 16, 524288, 64, 0, 0, 0] reward:-0.0
46 - [10, 3, 0.0019, 112, 80, 1048576, 64, 0, 0, 0] reward:-0.0
47 - [11, 2, 0.0025, 64, 16, 8388608, 64, 0, 0, 0] reward:-0.0
48 - [12, 3, 0.0009, 16, 80, 1048576, 64, 0, 0, 0] reward:-0.0
49 - [16, 5, 0.0014000000000000002, 16, 96, 8388608, 64, 0, 0, 0] reward:-0.0
50 - [7, 7, 0.0011, 32, 96, 131072, 64, 0, 0, 0] reward:-0.0
51 - [10, 1, 0.0019, 128, 96, 8388608, 64, 0, 0, 0] reward:-0.0
52 - [13, 5, 0.0021000000000000003, 16, 128, 4194304, 64, 0, 0, 0] reward:-0.0
53 - [12, 4, 0.0021000000000000003, 80, 80, 131072, 64, 0, 0, 0] reward:-0.0
54 - [12, 5, 0.0027, 64, 32, 2097152, 64, 0, 0, 0] reward:-0.0
55 - [2, 2, 0.0022, 80, 96, 2097152, 64, 0, 0, 0] reward:-10949.971820883899
56 - [15, 6, 0.0017000000000000001, 48, 112, 4194304, 64, 0, 0, 0] reward:-0.0
57 - [12, 7, 0.0013, 48, 96, 4194304, 64, 0, 0, 0] reward:-0.0
58 - [13, 1, 0.0014000000000000002, 32, 32, 131072, 64, 0, 0, 0] reward:-0.0
59 - [14, 2, 0.0026000000000000003, 96, 16, 1048576, 64, 0, 0, 0] reward:-0.0
60 - [14, 2, 0.0026000000000000003, 96, 16, 1048576, 64, 0, 0, 0] reward:-0.0
61 - [14, 2, 0.0026000000000000003, 96, 16, 1048576, 64, 0, 0, 0] reward:-0.0
62 - [14, 2, 0.0026000000000000003, 96, 16, 1048576, 64, 0, 0, 0] reward:-0.0
63 - [14, 2, 0.0026000000000000003, 96, 16, 1048576, 64, 0, 0, 0] reward:-0.0
best of init EDYP:0.0
0 - [9, 2, 0.0026000000000000003, 96, 16, 2097152, 64, 1, 4, 2] reward:-0.0
1 - [8, 4, 0.0027, 112, 128, 4194304, 64, 2, 4, 1] reward:-0.0
2 - [5, 5, 0.0017000000000000001, 128, 16, 2097152, 64, 1, 0, 0] reward:-0.0
3 - [10, 2, 0.0024000000000000002, 96, 16, 8388608, 64, 4, 4, 2] reward:-0.0
4 - [4, 4, 0.0011, 96, 64, 8388608, 64, 4, 1, 1] reward:-0.0
5 - [6, 6, 0.0015, 80, 128, 2097152, 64, 0, 2, 2] reward:-0.0
6 - [13, 3, 0.0027, 96, 16, 262144, 64, 4, 2, 1] reward:-0.0
7 - [3, 3, 0.0025, 128, 128, 2097152, 64, 2, 2, 1] reward:-0.0
8 - [11, 8, 0.002, 80, 48, 262144, 64, 1, 0, 2] reward:-0.0
9 - [2, 2, 0.0006000000000000001, 16, 32, 1048576, 64, 2, 1, 3] reward:-396962.74814415036
10 - [2, 2, 0.0019, 32, 80, 8388608, 64, 3, 1, 3] reward:-116681.5485715453
11 - [11, 6, 0.0016, 32, 16, 262144, 64, 1, 2, 4] reward:-0.0
12 - [13, 1, 0.001, 64, 64, 8388608, 64, 1, 1, 2] reward:-0.0
13 - [12, 5, 0.0016, 96, 112, 1048576, 64, 0, 2, 1] reward:-0.0
14 - [8, 5, 0.0014000000000000002, 128, 64, 524288, 64, 2, 4, 0] reward:-0.0
15 - [12, 6, 0.0017000000000000001, 64, 96, 524288, 64, 2, 1, 2] reward:-0.0
16 - [3, 3, 0.0017000000000000001, 96, 32, 8388608, 64, 0, 1, 1] reward:-0.0
17 - [7, 5, 0.0014000000000000002, 128, 32, 131072, 64, 0, 4, 2] reward:-0.0
18 - [10, 6, 0.0023, 32, 128, 4194304, 64, 1, 0, 2] reward:-0.0
19 - [1, 1, 0.0005, 48, 112, 4194304, 64, 0, 0, 0] reward:-54967.090306445534
20 - [11, 6, 0.0024000000000000002, 48, 16, 131072, 64, 2, 2, 1] reward:-0.0
21 - [13, 1, 0.0028, 48, 48, 1048576, 64, 4, 2, 0] reward:-0.0
22 - [7, 6, 0.0014000000000000002, 112, 128, 262144, 64, 0, 4, 0] reward:-0.0
23 - [4, 4, 0.0012000000000000001, 96, 48, 524288, 64, 1, 0, 4] reward:-0.0
24 - [16, 1, 0.0011, 32, 112, 4194304, 64, 4, 2, 2] reward:-0.0
25 - [10, 1, 0.0027, 64, 64, 8388608, 64, 0, 2, 2] reward:-0.0
26 - [16, 1, 0.0026000000000000003, 16, 48, 2097152, 64, 2, 0, 2] reward:-0.0
27 - [9, 2, 0.0029000000000000002, 96, 48, 8388608, 64, 2, 4, 2] reward:-0.0
